49.879540	39.527108	
49.902041	40.137817	
50.063968	40.113961	
50.000374	40.792546	
49.618077	41.269493	
49.675386	41.628442	
49.635850	42.055021	
49.942748	42.461633	
49.796448	42.414443	
49.443762	43.072635	
48.821525	43.392639	
49.103960	43.324931	
49.084780	43.686337	
48.595855	44.197576	
48.052340	44.166439	
47.992636	44.218952	
48.222701	44.523771	
47.721288	44.710542	
47.599752	44.793062	
47.310705	45.689754	
47.165643	44.882352	
46.940884	45.654088	
46.491545	45.879977	
46.222810	46.047406	
45.857953	46.050618	
45.089251	45.770102	
45.390487	46.162574	
45.101665	46.099003	
44.557509	46.678780	
44.055466	46.403193	
43.623588	46.695914	
42.989942	46.549515	
43.133279	46.399429	
42.972043	46.328377	
42.744829	46.098168	
42.088090	46.222954	
41.652977	46.211413	
41.989668	46.277477	
41.667447	46.334488	
41.557374	46.163059	
40.250644	46.219402	
39.845661	45.829790	
39.986310	45.960507	
39.769413	45.422624	
39.582540	45.199887	
38.963691	45.327652	
38.796310	44.962925	
38.519331	44.678384	
37.788162	44.260300	
37.912813	44.097111	
37.972535	43.616063	
37.633953	43.548669	
37.831385	43.382325	
37.591451	43.511068	
37.352419	42.600862	
37.313272	42.300537	
37.623535	42.182163	
36.827284	41.840024	
37.613657	41.475878	
37.299943	41.178111	
37.066464	40.200645	
36.057432	40.877022	
36.456320	40.334003	
36.225073	39.687892	
36.692058	39.282508	
36.341811	38.938049	
36.571894	38.309323	
37.208343	38.409306	
36.473975	38.515881	
36.382113	37.367200	
36.821459	36.996196	
37.094152	37.201879	
37.516896	36.500656	
37.502874	36.522368	
37.532026	36.094718	
37.892634	36.170057	
37.679051	35.641180	
38.322336	35.547368	
38.767263	35.388137	
38.686562	35.146095	
39.296277	34.944542	
39.099698	34.498883	
39.774647	33.646700	
39.343705	34.277572	
40.048827	33.751691	
40.502150	34.033125	
40.320233	33.333795	
40.501824	33.912355	
41.083517	33.223887	
41.504394	33.202576	
42.314719	33.440000	
41.935074	33.961740	
42.881845	32.928682	
42.824468	33.719886	
43.051235	33.317645	
43.466630	32.906857	
44.547103	33.424959	
44.054288	33.299883	
45.023814	33.146586	
44.922722	33.227118	
45.069757	32.829788	
45.751015	33.499986	
45.888359	33.826267	
46.133596	33.880721	
46.603677	33.851273	
46.608181	34.434661	
47.669420	34.174888	
47.338068	34.671169	
47.814444	34.345148	
48.130972	34.853570	
47.788068	35.228769	
48.740163	35.602459	
48.811779	35.652121	
48.497178	36.008449	
49.007198	36.557236	
48.815690	36.837786	
49.622091	36.588229	
49.393167	37.127966	
49.807021	37.829229	
49.669313	37.728827	
49.833550	38.007366	
49.690402	38.747431	
49.770157	38.917122	
49.904261	38.783175	
50.724527	39.314440	
50.277475	39.310477	
50.188529	39.795391	
50.134913	40.139601	
50.681192	39.815933	
50.073974	40.840376	
50.091850	40.748489	
49.653399	40.981923	
49.757660	41.294911	
49.361574	41.196288	
49.730587	42.121995	
49.244236	42.114018	
49.717412	42.258770	
49.449579	43.056683	
48.969408	43.169621	
48.701118	43.505092	
48.201627	43.931752	
48.661400	44.203361	
48.443177	44.297872	
47.923234	44.554832	
48.340098	44.746667	
47.631962	45.002210	
47.368788	44.998571	
46.919947	45.073541	
46.859440	45.300778	
46.113569	45.954888	
46.007550	45.941513	
45.431110	46.338019	
45.047515	46.534744	
